name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount
NR_023938	chr14	+	95575414	95629888	95629888	95629888	2
NM_000710	chr14	+	95792311	95800853	95799772	95800834	3
NM_000623	chr14	+	95740887	95780419	95773197	95777594	3
NM_018036	chr14	-	95817347	95899431	95821844	95899066	42
NM_016472	chr14	+	95915774	95923316	95918337	95921774	3
NR_015430	chr14	-	97461699	97514214	97514214	97514214	3
NM_182560	chr14	+	98247702	98253850	98252281	98253364	4
NM_022898	chr14	-	98705377	98807575	98710240	98807308	3
NM_138576	chr14	-	98705377	98807575	98710240	98807308	4
NM_001099402	chr14	+	99017491	99047605	99028767	99046872	11
NM_003858	chr14	+	99017491	99047605	99028767	99046867	9
NM_032425	chr14	+	99181232	99205364	99181297	99205018	8
NM_001127258	chr14	+	99181232	99212764	99181297	99211716	9
NM_206918	chr14	-	99682505	99695765	99682850	99695677	3
NM_001039355	chr14	-	99827205	99842613	99828372	99842322	4
NM_207117	chr14	+	99859431	99866468	99859504	99865735	6
NM_003403	chr14	+	99774854	99814557	99775334	99813690	5
NM_020836	chr14	-	100073240	100105884	100074058	100104014	7
NR_024096	chr14	+	100193357	100208834	100208834	100208834	2
NR_002766	chr14	+	100362215	100397121	100397121	100397121	7
NR_003531	chr14	+	100362197	100397113	100397113	100397113	8
NR_003530	chr14	+	100362197	100397113	100397113	100397113	9
NR_003080	chr14	+	100434009	100434086	100434086	100434086	1
NM_001134888	chr14	-	100416802	100420878	100416802	100420878	1
NR_003219	chr14	+	100523135	100523206	100523206	100523206	1
NR_003220	chr14	+	100524250	100524319	100524319	100524319	1
NR_003222	chr14	+	100526180	100526249	100526249	100526249	1
NR_003221	chr14	+	100525219	100525290	100525290	100525290	1
NR_003203	chr14	+	100503141	100503212	100503212	100503212	1
NR_003201	chr14	+	100502118	100502189	100502189	100502189	1
NR_003200	chr14	+	100500870	100500941	100500941	100500941	1
NR_003237	chr14	+	100481738	100481809	100481809	100481809	1
NR_003236	chr14	+	100479540	100479613	100479613	100479613	1
NR_003218	chr14	+	100522146	100522217	100522217	100522217	1
NR_003217	chr14	+	100520866	100520937	100520937	100520937	1
NR_003216	chr14	+	100519965	100520036	100520036	100520036	1
NR_003215	chr14	+	100519015	100519086	100519086	100519086	1
NR_003214	chr14	+	100518064	100518135	100518135	100518135	1
NR_003213	chr14	+	100517093	100517164	100517164	100517164	1
NR_003212	chr14	+	100512566	100512640	100512640	100512640	1
NR_003211	chr14	+	100511914	100511985	100511985	100511985	1
NR_003199	chr14	+	100499143	100499219	100499219	100499219	1
NR_003210	chr14	+	100510895	100510969	100510969	100510969	1
NR_003209	chr14	+	100509684	100509753	100509753	100509753	1
NR_003198	chr14	+	100493255	100493326	100493326	100493326	1
NR_003208	chr14	+	100508759	100508830	100508830	100508830	1
NR_003197	chr14	+	100491459	100491528	100491528	100491528	1
NR_003207	chr14	+	100508192	100508266	100508266	100508266	1
NR_003196	chr14	+	100490433	100490537	100490537	100490537	1
NR_003206	chr14	+	100505968	100506041	100506041	100506041	1
NR_003195	chr14	+	100489438	100489512	100489512	100489512	1
NR_003205	chr14	+	100505037	100505111	100505111	100505111	1
NR_003194	chr14	+	100487945	100488022	100488022	100488022	1
NR_003204	chr14	+	100504200	100504274	100504274	100504274	1
NR_003193	chr14	+	100485922	100485993	100485993	100485993	1
NR_003224	chr14	+	100529325	100529399	100529399	100529399	1
NR_003223	chr14	+	100528008	100528079	100528079	100528079	1
NR_003234	chr14	+	100475645	100475719	100475719	100475719	1
NR_003233	chr14	+	100474276	100474353	100474353	100474353	1
NR_003232	chr14	+	100472580	100472654	100472654	100472654	1
NR_003231	chr14	+	100466008	100466079	100466079	100466079	1
NR_003230	chr14	+	100463431	100463502	100463502	100463502	1
NR_003229	chr14	+	100460910	100460980	100460980	100460980	1
NR_003235	chr14	+	100477215	100477291	100477291	100477291	1
NR_024149	chr14	+	100430859	100443058	100443058	100443058	4
NM_001362	chr14	+	101097440	101099542	101097664	101098501	1
NR_002770	chr14	-	101088312	101091766	101091766	101091766	1
NM_178587	chr14	+	101345924	101448715	101346032	101448587	12
NM_178588	chr14	+	101345924	101442737	101346032	101442623	10
NM_001017963	chr14	-	101616827	101675839	101617801	101675494	12
NM_005348	chr14	-	101616827	101623265	101617801	101622468	11
NM_014226	chr14	-	101764930	101841284	101765378	101841058	12
NM_018335	chr14	+	101855848	101878797	101855855	101878269	8
NM_032630	chr14	-	101884371	101899006	101884646	101898941	5
NM_152326	chr14	-	102042950	102045881	102043025	102043979	4
NM_030943	chr14	+	102458745	102466932	102458778	102466770	12
NM_001077594	chr14	+	102636233	102646647	102636309	102646313	11
NM_006291	chr14	+	102662416	102673529	102662547	102671450	11
NM_001969	chr14	+	102870245	102881114	102871950	102877142	12
NM_183004	chr14	+	102870988	102881114	102871950	102877142	11
NR_002964	chr14	+	102873938	102874064	102874064	102874064	1
NM_001015049	chr14	-	103092641	103098367	103095910	103098097	2
NM_032374	chr14	+	103099051	103126989	103099052	103126376	5
NM_001823	chr14	-	103055748	103058923	103055953	103058583	8
NM_004873	chr14	-	103092641	103098395	103095910	103097254	2
NM_001015048	chr14	-	103092641	103098904	103095910	103097254	2
NM_152307	chr14	+	103065261	103073163	103066068	103070911	4
NM_005432	chr14	-	103233706	103251576	103234887	103247177	10
NM_001100119	chr14	-	103233706	103251576	103234887	103247177	10
NM_001100118	chr14	-	103233706	103251576	103234887	103247177	9
NM_182923	chr14	+	103165277	103237641	103190654	103236816	15
NM_024071	chr14	+	103251897	103269752	103251931	103269108	7
NM_005552	chr14	+	103165277	103222321	103190654	103221108	15
NM_001130107	chr14	+	103165277	103237641	103190654	103237293	16
NM_001127393	chr14	-	103448377	103457656	103448755	103457080	5
NM_004894	chr14	-	103448377	103457656	103448755	103451279	4
NM_001080464	chr14	+	103621800	103648678	103621860	103648634	16
NM_001008404	chr14	+	104117100	104127228	104123812	104126165	5
NM_207379	chr14	-	104131464	104142142	104132474	104142123	3
NM_022489	chr14	+	104226987	104256992	104238747	104252721	23
NM_001014431	chr14	-	104306731	104333125	104307722	104330025	14
NM_001031714	chr14	+	104226987	104256992	104238747	104256205	22
NM_152328	chr14	+	104261578	104284692	104261652	104284385	13
NM_021709	chr14	+	104290514	104297041	104290583	104296867	3
NM_005163	chr14	-	104306731	104330983	104307722	104330025	14
NM_001014432	chr14	-	104306731	104333125	104307722	104330025	15
NM_199165	chr14	+	104267272	104284692	104267274	104284385	13
NM_006427	chr14	+	104290514	104297041	104290583	104296867	4
NM_032714	chr14	+	104227002	104242190	104238747	104241335	5
NM_001112726	chr14	+	104402698	104434132	104405832	104432340	19
NM_015005	chr14	+	104402698	104434132	104415281	104432340	18
NM_001137601	chr14	+	104337977	104342091	104338579	104339848	2
NR_024396	chr14	+	104358582	104361100	104361100	104361100	1
NM_145701	chr14	-	104546954	104558470	104548585	104549311	3
NM_174891	chr14	+	104523660	104532900	104523813	104532141	5
NM_138420	chr14	-	104474635	104515739	104475444	104515619	7
NM_017955	chr14	-	104546954	104558470	104548585	104549311	2
NM_177533	chr14	-	104710320	104718685	104710402	104718591	6
NM_002226	chr14	-	104679120	104706206	104680076	104705802	26
NM_145159	chr14	-	104679120	104706206	104680076	104705802	25
NM_145685	chr14	-	104746667	104785267	104747932	104778728	14
NM_001519	chr14	-	104746669	104838374	104747932	104838011	18
NM_033271	chr14	+	104786052	104788474	104786548	104788054	5
NM_001134876	chr14	+	105028630	105036629	105028757	105036328	7
NM_173608	chr14	+	105028630	105036629	105028757	105036328	7
NM_001311	chr14	+	105024301	105026169	105024641	105025893	6
NM_001312	chr14	+	105012175	105017545	105012244	105017035	8
NM_025268	chr14	+	105063997	105067584	105066216	105067176	2
NM_001134875	chr14	+	105028630	105036629	105028757	105036328	8
NM_001134877	chr14	+	105027564	105036629	105028484	105036328	8
NR_002224	chr14	-	105506863	105509403	105509403	105509403	2
NM_024505	chr15	+	67009917	67136127	67105925	67136090	17
NM_134261	chr15	-	58567776	59308794	58576945	59308709	11
NM_033223	chr15	+	24799262	25451729	24799428	25451622	10
NM_018728	chr15	-	50271811	50375262	50273390	50375125	41
NM_024908	chr15	+	41906499	41946502	41906522	41945882	13
NM_080650	chr15	-	33450461	33625696	33451642	33625634	9
NM_007200	chr15	+	83724874	84093590	83829955	84088912	37
NM_006738	chr15	+	83724874	84093590	83829955	84088912	37
NM_001036	chr15	+	31390468	31945595	31390538	31944719	104
NM_004667	chr15	-	26029782	26240890	26030503	26240174	93
NM_015307	chr15	-	27199746	27650219	27202833	27650219	11
NM_133487	chr15	+	38774650	38811648	38778248	38810668	8
NM_173500	chr15	-	40823835	41000299	40825284	40958107	15
NM_152597	chr15	-	37679523	37862331	37680372	37856017	12
NM_001080541	chr15	+	39739901	39849433	39748384	39846770	24
NM_002875	chr15	+	38774650	38811648	38778248	38810668	10
NM_001080534	chr15	+	52092392	52708098	52092392	52706603	31
NM_004748	chr15	-	53434729	53487834	53438988	53468914	8
NM_020739	chr15	-	53434729	53487866	53438988	53468914	8
NM_032866	chr15	+	55455996	55630213	55517489	55626980	19
NM_000236	chr15	+	56511466	56648365	56511523	56648318	9
NM_018365	chr15	-	54508220	54544627	54508590	54544462	10
NM_015059	chr15	+	60726801	60923882	60726801	60919862	56
NM_004663	chr15	+	63948849	63968846	63948977	63967232	5
NM_003922	chr15	-	61687869	61913200	61688332	61854875	78
NM_005078	chr15	-	68127596	68177310	68129489	68176191	20
NM_001105192	chr15	-	68127596	68177310	68129489	68176191	20
NM_025055	chr15	+	72315719	72415535	72316113	72415447	19
NM_020843	chr15	-	74427591	74963247	74428028	74963210	31
NM_020908	chr15	-	68127596	68177310	68129489	68176191	20
NM_001012642	chr15	-	70239201	70277180	70241403	70277166	12
NM_002499	chr15	+	71131927	71384598	71132069	71382090	29
NM_004136	chr15	+	76517572	76580853	76517734	76577540	22
NM_014862	chr15	+	78483746	78677332	78483912	78673094	19
NM_000057	chr15	+	89061582	89159690	89091626	89159513	22
NM_152336	chr15	+	84486245	85373287	84487956	85373075	24
NM_020212	chr15	+	88035031	88087873	88045981	88087626	17
NM_001040655	chr15	-	97494050	97607338	97495737	97586440	13
NM_001040656	chr15	-	97494050	97607338	97495737	97586440	11
NM_001040660	chr15	-	97494050	97607338	97495737	97586440	12
NM_022905	chr15	-	97494050	97607338	97495737	97586440	13
NM_001040657	chr15	-	97494050	97607338	97495737	97586440	12
NM_001040658	chr15	-	97494050	97607338	97495737	97586440	12
NM_001040659	chr15	-	97494050	97607338	97495737	97586440	11
NM_139057	chr15	-	98329165	98699706	98332129	98699627	22
NR_015416	chr15	+	19779395	19872450	19872450	19872450	11
NM_014608	chr15	+	20444124	20555044	20477223	20554481	31
NM_001008860	chr15	-	20556787	20585849	20557661	20572777	7
NM_001008892	chr15	-	20556787	20585849	20557661	20572777	6
NM_001008894	chr15	-	20556787	20585849	20557661	20572777	5
NM_030922	chr15	-	20556787	20585849	20557661	20572777	8
NR_002824	chr15	-	20833705	20929700	20929700	20929700	35
NM_022805	chr15	+	22652790	22774822	22770693	22774684	12
NM_022806	chr15	+	22619886	22774822	22770693	22774684	12
NM_022807	chr15	+	22619886	22774822	22770693	22774684	13
NM_022808	chr15	+	22619886	22774822	22770693	22774684	12
NM_024490	chr15	-	23474952	23659442	23475580	23659336	21
NM_000462	chr15	-	23133488	23204888	23135376	23204888	11
NM_130839	chr15	-	23133488	23235221	23135376	23205347	13
NM_130838	chr15	-	23133488	23201746	23135376	23201702	10
NM_000814	chr15	-	24339786	24569344	24344032	24569202	9
NM_021912	chr15	-	24339786	24570020	24344032	24569964	9
NM_000810	chr15	+	24663150	24776749	24665488	24776126	11
NM_000275	chr15	-	25673615	26018053	25674128	26000615	24
NM_005503	chr15	+	27001131	27197808	27133379	27196628	14
NM_001130414	chr15	+	27001131	27197808	27133379	27196628	13
NM_003257	chr15	-	27779648	27901998	27781090	27901523	28
NM_175610	chr15	-	27779648	27901998	27781090	27901523	27
NM_139320	chr15	-	28440734	28473156	28441787	28462846	10
NM_148911	chr15	-	28440734	28473156	28441787	28452527	9
NM_002420	chr15	-	29080842	29181216	29081316	29156416	27
NM_130901	chr15	-	29562620	29734834	29562788	29734741	11
NM_000746	chr15	+	30110017	30248527	30110089	30247951	10
NM_013372	chr15	+	30797496	30814158	30810183	30810738	2
NM_001103184	chr15	-	30853636	31147377	30853802	31147377	17
NM_005135	chr15	-	32309488	32398313	32313373	32398171	25
NM_012125	chr15	+	32048380	32144579	32142210	32143809	3
NM_001042497	chr15	-	32309488	32416337	32313373	32416173	24
NM_001042496	chr15	-	32309488	32417253	32313373	32416146	26
NM_001042495	chr15	-	32309488	32417557	32313373	32415996	26
NM_001042494	chr15	-	32309488	32417253	32313373	32415996	26
NM_024713	chr15	-	32220166	32289589	32221831	32243169	10
NM_133647	chr15	-	32309488	32416337	32313373	32416173	25
NM_020371	chr15	-	31945719	32118595	31946105	32118539	6
NM_014691	chr15	-	32935843	33049287	32936284	33049106	35
NM_001023567	chr15	-	32605149	32662353	32607124	32615405	24
NM_170674	chr15	-	34970523	35179996	34974246	35178959	13
NM_172316	chr15	-	34970523	35178889	34974246	35177463	13
NM_172315	chr15	-	34970523	35177795	34974246	35177665	12
NM_170675	chr15	-	34970523	35179996	34971665	35178959	12
NM_001130010	chr15	+	34659103	34889741	34659353	34887946	12
NM_032499	chr15	+	34720097	34889741	34737346	34887946	11
NM_002399	chr15	-	34970523	35180792	34974246	35177665	13
NM_170677	chr15	-	34970523	35179996	34974246	35178959	13
NM_170676	chr15	-	34970523	35179996	34971665	35178959	12
NM_005739	chr15	-	36567593	36644299	36570046	36644121	17
NM_001128602	chr15	-	36567593	36644299	36570046	36644121	16
NM_001211	chr15	+	38240501	38300629	38240713	38300252	23
NM_014952	chr15	+	38520702	38547733	38537955	38545621	7
NM_018454	chr15	+	39412217	39460540	39412447	39459676	11
NM_017553	chr15	-	39058370	39195632	39059712	39175800	36
NM_206961	chr15	-	39583131	39593377	39583485	39593199	19
NM_002344	chr15	-	39583131	39593377	39583485	39593199	20
NM_007236	chr15	+	39310728	39361375	39310872	39358879	7
NM_001032367	chr15	+	38923934	38937145	38924044	38936465	10
NM_016359	chr15	+	39412217	39460540	39412447	39459676	11
NM_003710	chr15	+	38923537	38937145	38924044	38936465	11
NM_181642	chr15	+	38923537	38937145	38924044	38936465	11
NM_001135685	chr15	-	39583131	39593377	39583485	39593199	18
NM_001129897	chr15	+	39412217	39460540	39412447	39459676	10
NM_198141	chr15	+	40353657	40433156	40353971	40431629	24
NM_015289	chr15	-	40238190	40287794	40240243	40287643	25
NM_018097	chr15	+	40628302	40649482	40628362	40646306	6
NM_001130447	chr15	+	40628302	40649482	40628362	40646306	5
NM_022473	chr15	-	40492312	40537022	40496793	40536695	19
NM_174916	chr15	-	41022389	41185578	41024818	41185512	47
NM_001012969	chr15	+	41410216	41428902	41414597	41428567	10
NM_000119	chr15	-	41276717	41300615	41276791	41300315	13
NM_001114134	chr15	-	41276717	41300615	41276791	41300315	13
NM_153700	chr15	-	41679052	41698290	41679161	41698212	29
NM_001141979	chr15	-	41486705	41572646	41486872	41572533	28
NM_001141980	chr15	-	41486705	41572646	41486872	41572533	28
NM_005657	chr15	-	41486705	41589999	41486872	41571950	28
NM_016396	chr15	+	42506870	42606721	42538504	42603664	13
NM_032892	chr15	-	41953021	42274721	41953374	42274544	14
NM_025137	chr15	-	42642185	42743168	42642610	42743137	40
NM_138423	chr15	+	42368220	42495247	42368519	42492896	10
NM_177974	chr15	+	42368220	42495247	42368519	42492896	9
NM_138356	chr15	-	43246703	43280665	43247436	43278564	8
NM_003104	chr15	+	43102632	43154331	43102773	43153020	9
NM_000138	chr15	-	46487796	46725210	46490478	46724258	66
NM_203349	chr15	-	46903225	47042933	46905459	47042504	12
NM_002044	chr15	+	47249713	47409294	47249811	47407648	10
NM_024837	chr15	-	47937726	48198711	47939682	48186455	28
NM_152647	chr15	-	47407883	47700410	47408056	47694660	16
NM_020234	chr15	+	47700587	47723154	47704656	47723067	6
NM_001001556	chr15	+	47235267	47409294	47235485	47407648	10
NM_181427	chr15	-	48365368	48434897	48365508	48389287	9
NM_002041	chr15	-	48365368	48434897	48365508	48389287	8
NM_016654	chr15	-	48356680	48434897	48358120	48389287	9
NM_017672	chr15	-	48639781	48766286	48641166	48766022	39
NM_007347	chr15	+	48988237	49085389	48988267	49082151	21
NM_207381	chr15	-	49136090	49184765	49137369	49184665	3
NM_005254	chr15	-	48356680	48434897	48358120	48389287	9
NM_016655	chr15	-	48365368	48434897	48365508	48389287	8
NM_016194	chr15	-	50200414	50270857	50202245	50264165	13
NM_000103	chr15	-	49287545	49418087	49290296	49322401	10
NM_153374	chr15	-	49802552	49817608	49803095	49817111	3
NM_014547	chr15	+	49909180	49989138	49942373	49988299	10
NM_006578	chr15	-	50200414	50259454	50202245	50259368	11
NM_015263	chr15	-	49527230	49702259	49528472	49702034	43
NM_031226	chr15	-	49287545	49418087	49290296	49322401	11
NM_000259	chr15	-	50386774	50608539	50393184	50608295	41
NM_001142495	chr15	-	50386774	50608539	50393184	50608295	40
NM_004498	chr15	-	50836644	50869501	50837043	50869373	2
NM_019600	chr15	-	50660809	50758112	50661642	50757510	13
NM_182758	chr15	-	51593229	51839151	51597187	51812638	20
NM_183235	chr15	-	53283091	53369293	53284996	53314424	7
NM_183236	chr15	-	53283091	53350399	53284996	53314424	7
NM_183234	chr15	-	53283091	53349776	53284996	53314424	7
NM_004580	chr15	-	53283091	53349877	53284996	53314424	6
NM_022841	chr15	-	54170022	54322775	54172834	54322775	9
NM_006154	chr15	-	53906413	54073127	53909386	54073045	29
NM_173814	chr15	-	53698892	53822469	53699501	53822421	20
NM_207040	chr15	+	55298946	55368006	55299011	55362077	13
NM_207038	chr15	+	54998124	55368006	54999403	55362077	20
NM_207037	chr15	+	54998124	55368006	54999403	55362077	21
NM_207036	chr15	+	54998124	55368006	54999403	55362077	21
NM_001002843	chr15	-	54709665	54813079	54710987	54783746	21
NM_003205	chr15	+	54998124	55368006	54999403	55362077	20
NM_017661	chr15	-	54709665	54813079	54710987	54786599	22
NM_001002844	chr15	-	54778849	54813079	54780326	54786599	6
NM_001018091	chr15	+	55671405	55797045	55671524	55794059	13
NM_152451	chr15	+	55671405	55764854	55671524	55763988	12
NM_170696	chr15	-	56032918	56145198	56034686	56145140	12
NM_003888	chr15	-	56032918	56145198	56034686	56145140	13
NM_020980	chr15	+	56217699	56265402	56218056	56263626	6
NM_001018100	chr15	+	55671405	55764854	55671524	55763988	13
NM_001018090	chr15	+	55671405	55797045	55671524	55794169	14
NM_017610	chr15	+	57067156	57176545	57110313	57174391	14
NM_001040450	chr15	+	56850684	56937026	56850886	56934101	9
NM_001110	chr15	-	56675801	56829469	56677037	56829025	16
NM_001040453	chr15	+	56850684	56937026	56850886	56934101	9
NM_004998	chr15	-	57215854	57452363	57216870	57451991	28
NM_152450	chr15	+	57517663	57603043	57538117	57600869	9
NM_134260	chr15	-	58567776	58707021	58576945	58706865	12
NM_001002857	chr15	-	58426641	58477477	58427120	58465566	14
NM_001002858	chr15	-	58426642	58477477	58427120	58477404	13
NM_134262	chr15	-	58567776	58671999	58576945	58671908	10
NM_001136015	chr15	-	58426642	58477477	58427120	58465566	14
NM_002943	chr15	-	58567776	58707021	58576945	58706865	11
NM_004039	chr15	-	58426641	58477477	58427120	58465566	13
NM_017684	chr15	-	59931881	60139939	59933947	60139865	83
NM_020821	chr15	-	59931883	60139939	59933947	60139865	85
NM_001018088	chr15	-	59947234	60139939	59947414	60139865	82
NM_018080	chr15	-	59947234	60139939	59947414	60139865	80
NM_032857	chr15	+	61201084	61221313	61201123	61221057	6
NM_016530	chr15	+	61268780	61347026	61268876	61342871	8
NM_006537	chr15	+	61583862	61670716	61583991	61670078	15
NM_022048	chr15	-	62244768	62435495	62251182	62379751	12
NM_014326	chr15	-	61986287	62125574	61987771	62119513	12
NM_016213	chr15	+	62467072	62534555	62467115	62534316	13
NM_015042	chr15	+	62578671	62765319	62578671	62760634	9
NM_001127890	chr15	-	63042415	63069304	63043013	63062960	8
NM_197960	chr15	-	63525050	63596662	63526274	63595083	21
NM_130434	chr15	-	63525050	63597088	63526274	63591944	20
NM_197961	chr15	-	63525050	63597088	63526274	63595083	20
NM_001127889	chr15	-	63042415	63068865	63043013	63062960	9
NM_016630	chr15	-	63042415	63069304	63043013	63062960	9
NM_017743	chr15	-	63525050	63597088	63526274	63591944	18
NM_004884	chr15	-	63406517	63457431	63408299	63457179	14
NM_005848	chr15	-	63741169	63871516	63741242	63835842	32
NM_032445	chr15	-	63974687	64333129	63977325	64207795	23
NM_002755	chr15	+	64466264	64570936	64466739	64570007	11
NM_017975	chr15	+	64584484	64628876	64584730	64626071	19
NR_003105	chr15	+	64584484	64628876	64628876	64628876	19
NM_002757	chr15	+	65622074	65886506	65622727	65886142	21
NM_145160	chr15	+	65622074	65886506	65622727	65886142	22
NM_001031715	chr15	+	65334241	65580349	65334288	65580138	21
NM_022784	chr15	+	65334247	65581193	65450916	65573733	17
NM_005902	chr15	+	65145248	65274587	65145546	65269928	9
NM_016166	chr15	+	66133625	66267458	66133718	66267227	14
NM_006091	chr15	+	66658626	66807198	66658655	66805367	12
NM_001004439	chr15	-	66381095	66511546	66382450	66511459	30
NM_138555	chr15	+	67493741	67527818	67493858	67527200	23
NM_004856	chr15	+	67493741	67527818	67493858	67527200	22
NM_017691	chr15	+	68972040	69129490	68972287	69129005	16
NM_018003	chr15	-	68733946	68842904	68736448	68842800	19
NM_024817	chr15	+	69220841	69862776	69220920	69856767	17
NM_006901	chr15	-	69905414	70197476	69905974	70125958	42
NM_005744	chr15	+	70553720	70665950	70554034	70662687	14
NM_052840	chr15	-	70364121	70399579	70366659	70399269	13
NM_033028	chr15	+	70765578	70817869	70765621	70816981	16
NM_005477	chr15	-	71399253	71448658	71401874	71447664	8
NM_033249	chr15	+	72074066	72122770	72074206	72122574	7
NM_033250	chr15	+	72074066	72115788	72074206	72115345	7
NM_033246	chr15	+	72074066	72122770	72074206	72113889	6
NM_033244	chr15	+	72074066	72115788	72074206	72113889	8
NM_033247	chr15	+	72074066	72115788	72074206	72115454	5
NM_033239	chr15	+	72074066	72115788	72074206	72115345	8
NM_033238	chr15	+	72074066	72127208	72074206	72124402	9
NM_001039614	chr15	-	71819193	71830869	71819310	71830524	2
NM_001042367	chr15	+	71522551	71639406	71522579	71639310	6
NM_012428	chr15	-	71639409	71712806	71641303	71712609	9
NM_017455	chr15	-	71639409	71712806	71641303	71712609	8
NM_153356	chr15	+	71953020	71968608	71953103	71968495	11
NM_033240	chr15	+	72074066	72115788	72074206	72114050	7
NM_002675	chr15	+	72074066	72122770	72074206	72122574	8
NM_001142443	chr15	-	72709952	72775439	72712005	72754518	10
NM_025083	chr15	-	72709952	72775439	72712005	72754518	7
NM_001127190	chr15	+	72861477	72882592	72877691	72881907	14
NM_004383	chr15	+	72861477	72882592	72877691	72881907	13
NM_004255	chr15	-	72999669	73017548	73003050	73017408	5
NM_001142444	chr15	-	72709952	72775439	72712005	72754518	8
NM_000126	chr15	-	74295683	74390865	74295954	74390784	12
NM_001127716	chr15	-	74295683	74390865	74295954	74390784	11
NM_152335	chr15	+	74139353	74284359	74213659	74283711	11
NM_138573	chr15	-	74022898	74091840	74023033	74090626	6
NM_173469	chr15	+	73922854	73980437	73923062	73978854	13
NM_024776	chr15	-	75187525	75364388	75193552	75261323	6
NM_003978	chr15	+	75074519	75116726	75074969	75116572	15
NM_015162	chr15	-	76250241	76313954	76250840	76313898	14
NM_015079	chr15	-	76074381	76157049	76077651	76157049	13
NM_144572	chr15	-	76074381	76157049	76077556	76157049	13
NM_153815	chr15	-	77041340	77085057	77041540	77083343	14
NM_002891	chr15	-	77041340	77169895	77041540	77169895	28
NM_000743	chr15	-	76674706	76700377	76676000	76700191	6
NM_001100879	chr15	-	77978236	77994653	77978327	77987070	3
NM_000137	chr15	+	78232395	78265737	78232451	78265606	14
NM_001100880	chr15	-	77978236	78003132	77978327	77987070	3
NM_172217	chr15	+	79276273	79392157	79304795	79388194	19
NM_018689	chr15	+	78858766	79031054	78953275	79028320	29
NM_001080532	chr15	-	79411814	79453473	79411814	79453473	22
NM_001021	chr15	-	80608215	80611920	80608263	80611891	5
NM_001040610	chr15	-	80209615	80342159	80209768	80341174	18
NM_024580	chr15	-	80209615	80342159	80209768	80341174	20
NM_001008226	chr15	+	80342206	80364322	80342275	80362458	3
NR_004847	chr15	+	80434340	80494871	80494871	80494871	5
NR_024474	chr15	+	80434340	80495257	80495257	80495257	6
NM_199332	chr15	-	81314789	81412477	81315520	81412291	9
NM_199331	chr15	-	81314789	81412477	81315520	81412291	9
NM_199330	chr15	-	81314789	81412477	81315520	81412291	9
NM_025238	chr15	-	81476184	81527110	81477822	81526907	8
NM_004644	chr15	-	81125087	81175689	81125366	81175512	26
NM_001007122	chr15	-	81225077	81271860	81225153	81253196	13
NM_016073	chr15	-	81597819	81667325	81599025	81667170	6
NM_004839	chr15	-	81314789	81412477	81315520	81412291	9
NM_001011885	chr15	-	81476184	81527110	81478506	81526907	7
NR_004847	chr15	+	80820827	80881396	80881396	80881396	5
NR_024474	chr15	+	80820827	80881782	80881782	80881782	6
NM_207517	chr15	+	82113841	82499597	82115517	82497562	30
NM_003027	chr15	+	81907286	82078495	81950589	82078043	12
NM_173454	chr15	+	83326208	83483376	83326397	83482138	21
NM_201651	chr15	+	83228916	83240272	83231995	83239679	7
NM_002605	chr15	+	83326208	83483376	83326397	83482138	22
NM_004213	chr15	+	83228916	83290031	83231995	83289435	19
NM_014630	chr15	+	83092821	83150667	83126910	83146628	11
NM_001012338	chr15	-	86220991	86600665	86221169	86600388	19
NM_002530	chr15	-	86220991	86600665	86221169	86600388	18
NM_001007156	chr15	-	86321598	86600665	86323579	86600388	15
NM_001135	chr15	+	87147677	87219589	87180441	87218716	18
NM_152259	chr15	+	87919821	87972257	87919821	87971321	22
NM_000326	chr15	-	87554101	87565926	87554519	87563210	9
NM_016321	chr15	-	87815643	87840803	87816969	87840779	11
NM_013227	chr15	+	87147677	87219589	87180441	87218716	20
NM_005829	chr15	-	88174834	88238621	88179750	88238185	6
NM_003870	chr15	+	88732476	88846479	88732577	88844344	38
NR_023361	chr15	-	88174834	88238621	88238621	88238621	7
NM_006122	chr15	+	89248423	89266819	89248441	89264021	22
NM_207446	chr15	-	90961682	91000035	90963689	90999893	3
NM_013272	chr15	+	90197949	90507782	90198142	90507369	10
NM_153040	chr15	+	90815910	90845351	90816382	90844634	3
NM_001271	chr15	+	91244554	91372241	91245471	91368939	39
NM_018349	chr15	+	92642498	92823267	92642498	92823267	22
NR_024172	chr15	-	96086849	96218663	96218663	96218663	3
NR_024173	chr15	-	96086849	96218663	96218663	96218663	2
NM_000875	chr15	+	97010283	97325282	97010333	97318194	21
NM_182562	chr15	-	96797913	96875134	96800382	96846649	7
NM_005587	chr15	+	97923655	98074150	97990847	98070499	11
NM_144598	chr15	+	97609174	97744021	97613685	97743830	10
NM_001130928	chr15	+	97990705	98074150	97990847	98070499	8
NM_001130927	chr15	+	97923655	98074150	97990847	98070499	10
NM_001130926	chr15	+	97923655	98074150	97990847	98070499	10
NM_178842	chr15	-	98758122	98902448	98760440	98859577	13
NM_001040614	chr15	-	98926957	98959927	98926965	98938570	8
NM_024652	chr15	+	99276982	99427840	99282360	99426576	34
NM_018148	chr15	-	98926957	98959927	98926965	98938570	8
NM_001040616	chr15	-	98926957	98959927	98926965	98938570	7
NM_001040615	chr15	-	98926957	98959927	98926965	98938570	7
NM_138321	chr15	-	99670747	99847710	99670874	99847396	19
NM_138323	chr15	-	99704469	99847710	99705491	99847396	14
